Device_ID,IoMT_Type,Location,Data_Transferred_MB,Access_Time(ms),Auth_Method,Requests_Per_Minute,Data_Format,OS_Type,Alert_Level,Attack_Type
D0036,Wearable,ER,129.31,4642,Biometric,4,FHIR,Windows,Critical,Data Breach
D0072,Monitor,Ward,70.11,4845,Two-Factor,26,JSON,Android,Critical,Data Breach
D0002,Sensor,ICU,417.55,2492,Two-Factor,27,HL7,Android,Medium,None
D0067,Implant,Clinic,492.21,4848,Token,46,HL7,RTOS,High,Data Breach
D0025,Sensor,Home,263.08,2405,Password,64,HL7,Windows,Critical,Phishing
D0011,Sensor,ICU,86.25,4328,Biometric,91,XML,Windows,Critical,Phishing
D0031,Infusion Pump,ICU,136.52,4774,Password,51,HL7,Linux,High,Data Breach
D0093,Wearable,ER,9.69,2607,Token,50,XML,Android,High,None
D0053,Wearable,Ward,457.19,595,Two-Factor,6,HL7,Linux,Low,None
D0063,Wearable,ICU,59.32,4769,Biometric,59,FHIR,Android,Low,Malware Injection
D0072,Monitor,Home,288.47,3885,Password,15,HL7,RTOS,Critical,Data Breach
D0098,Implant,Clinic,137.39,643,Biometric,30,HL7,Linux,Low,Phishing
D0031,Implant,Clinic,277.31,4889,Biometric,42,XML,Android,Critical,Phishing
D0089,Infusion Pump,Clinic,325.88,3854,Biometric,37,FHIR,Windows,Critical,Malware Injection
D0061,Infusion Pump,ER,414.96,1509,Password,42,FHIR,RTOS,High,Data Breach
D0083,Infusion Pump,Home,103.61,3543,Biometric,35,XML,Android,Critical,None
D0092,Sensor,ICU,5.99,2651,Password,87,FHIR,Linux,Critical,DoS Attack
D0063,Wearable,Home,68.87,2494,Two-Factor,6,HL7,Linux,Critical,Malware Injection
D0058,Monitor,ER,450.06,2722,Password,68,HL7,Android,Low,None
D0003,Implant,ER,437.01,4250,Token,18,FHIR,RTOS,Low,Phishing
D0012,Monitor,Ward,298.91,66,Biometric,73,HL7,Android,Medium,Malware Injection
D0038,Wearable,Home,300.46,3241,Token,29,FHIR,Linux,High,Malware Injection
D0029,Wearable,Clinic,332.69,442,Token,77,XML,Linux,Medium,DoS Attack
D0052,Implant,ER,88.1,474,Two-Factor,59,XML,Windows,Critical,None
D0089,Sensor,ER,457.25,621,Two-Factor,47,XML,Windows,Critical,DoS Attack
D0032,Infusion Pump,Ward,209.68,3681,Password,17,JSON,Linux,Medium,Malware Injection
D0040,Sensor,Clinic,191.88,1170,Password,96,HL7,Windows,High,None
D0085,Wearable,ER,259.7,291,Biometric,22,XML,Windows,Critical,Data Breach
D0075,Wearable,ICU,23.96,3947,Token,68,FHIR,Android,Critical,Malware Injection
D0048,Sensor,Clinic,83.56,4145,Two-Factor,69,FHIR,RTOS,Low,DoS Attack
D0061,Infusion Pump,Home,369.15,2329,Two-Factor,37,XML,Android,Critical,DoS Attack
D0071,Infusion Pump,Ward,41.86,838,Biometric,49,XML,Android,Critical,DoS Attack
D0068,Wearable,ICU,301.77,764,Two-Factor,13,XML,Windows,Critical,DoS Attack
D0045,Infusion Pump,ICU,123.05,4904,Token,34,FHIR,Windows,Medium,DoS Attack
D0055,Infusion Pump,Home,194.95,2899,Token,86,JSON,RTOS,Low,Phishing
D0096,Implant,Ward,144.7,825,Biometric,53,XML,RTOS,Critical,Malware Injection
D0071,Implant,ER,178.16,4076,Token,87,FHIR,RTOS,High,Data Breach
D0043,Monitor,Ward,359.66,2297,Password,51,FHIR,Android,Critical,Data Breach
D0046,Sensor,ER,148.91,128,Token,3,XML,RTOS,Critical,None
D0090,Wearable,Home,283.42,3976,Password,42,HL7,Linux,High,Phishing
D0059,Infusion Pump,Home,238.29,905,Two-Factor,98,FHIR,Linux,High,Malware Injection
D0035,Monitor,ICU,332,2198,Password,32,HL7,Android,High,DoS Attack
D0040,Implant,ICU,468.45,1081,Biometric,51,HL7,Windows,Low,DoS Attack
D0033,Infusion Pump,ICU,366.42,4990,Biometric,85,JSON,RTOS,Low,Data Breach
D0030,Sensor,Home,107.86,3321,Biometric,46,FHIR,Linux,Low,Data Breach
D0016,Implant,ER,16.08,3626,Biometric,21,JSON,RTOS,Medium,Phishing
D0093,Wearable,Home,131.5,4232,Biometric,44,XML,Linux,High,Malware Injection
D0025,Infusion Pump,Home,297.74,3506,Token,11,JSON,Linux,High,Malware Injection
D0041,Monitor,ICU,26.19,3556,Two-Factor,68,XML,RTOS,Low,None
D0016,Wearable,Ward,248.43,457,Password,1,HL7,Linux,High,DoS Attack
D0096,Infusion Pump,ICU,298.62,2761,Password,92,FHIR,RTOS,Critical,Malware Injection
D0069,Infusion Pump,Ward,167.45,3138,Two-Factor,63,JSON,Linux,Low,Malware Injection
D0098,Infusion Pump,ER,385.57,1718,Biometric,24,FHIR,Windows,Critical,Phishing
D0089,Infusion Pump,ER,53.75,197,Biometric,99,HL7,Android,High,Phishing
D0024,Infusion Pump,Clinic,38.03,4377,Password,13,HL7,Android,High,None
D0025,Wearable,Clinic,364.23,3947,Biometric,98,HL7,RTOS,Critical,DoS Attack
D0028,Sensor,Clinic,248,2000,Token,11,HL7,Android,High,None
D0095,Sensor,ER,344.36,415,Token,51,HL7,Android,Low,Phishing
D0062,Wearable,ICU,217.7,1724,Token,17,HL7,Android,Medium,DoS Attack
D0036,Sensor,ICU,123.58,4581,Two-Factor,99,JSON,Android,Medium,Phishing
D0093,Monitor,ICU,409.64,4544,Two-Factor,82,FHIR,Windows,Medium,Phishing
D0076,Monitor,Home,399.81,2596,Token,86,JSON,Windows,High,None
D0098,Wearable,Clinic,347.5,612,Two-Factor,24,HL7,Android,Low,Data Breach
D0068,Monitor,ICU,136.44,3612,Token,19,XML,Windows,Low,Data Breach
D0077,Wearable,Clinic,295.32,2539,Biometric,37,XML,Windows,High,None
D0037,Monitor,Clinic,180.81,822,Two-Factor,85,HL7,Android,Low,Phishing
D0013,Implant,Home,46.25,2087,Token,8,HL7,RTOS,High,Phishing
D0025,Wearable,ER,458.7,3473,Two-Factor,28,HL7,Android,Medium,Phishing
D0038,Infusion Pump,ICU,68.84,2617,Password,5,FHIR,Windows,Low,Data Breach
D0030,Monitor,Home,475.14,1623,Password,17,FHIR,RTOS,High,DoS Attack
D0047,Implant,ER,223.28,3744,Token,36,JSON,Windows,Low,Malware Injection
